특허명 TEXT,IPC넘버,출원인  NGRAM,출원번호 NUMERIC,출원날짜DATETIME,등록번호 NUMERIC,등록일자DATETIME,공개번호 NUMERIC,공개일자 DATETIME,대리인 NGRAM,발명가 KEYWORD,설명, STORED,,,,
"도전층의 결함 치유 방법, 금속-탄소 복합층 형성 방법, 이차원 나노소재, 투명전극 및 이의 제조 방법(METHOD FOR HEALING DEFECT OF CONDUCTIVE LAYER, METHOD FOR FORMING METAL-CARBON COMPOUND LAYER, 2D NANO MATERIALS, TRANSPARENT ELECTRODE AND METHOD FOR MANUFACTURING THE SAME)","['H01B 13/00 B22F 9/24  .... ', 'H01B 13/00|B22F 9/24|H01B 5/14']",연세대학교 산학협력단 인천대학교 산학협력단,1020150092699, 2015.06.30,1017201680000, 2017.03.21,1020170003757, 2017.01.10,권혁수 송윤호,이태윤 안종현 홍주리 이재복 이한보람,"본 발명은 도전층의 결함 치유 방법, 금속-탄소 복합층 형성 밥법 및 이에 따라 형성된 이차원 나노소재, 그리고, 투명전극 및 이의 제조 방법에 관한 것이다. 본 발명의 일 실시 예에 따른 도전층의 결함 치유 방법은 제1 금속 기판 상에 도전층을 형성하는 단계; 및 상기 제1 금속 기판의 제1 금속보다 환원 전위가 큰 제2 금속이 이온 형태로 포함된 염 용액을 상기 제1 금속 기판에 접촉시켜 상기 도전층의 적어도 일부 영역에 제2 금속 입자를 형성하는 단계;를 포함할 수 있다.",,,,,
수소 거품 형판을 이용한 다공성 전극 집전체의 제조방법 및 상기 방법에 의해 제조된 전극 집전체(METHOD FOR A POROUS ELECTRODE CURRENT COLLECTOR FOR LITHIUM METAL BATTERY USING HYDROGEN BUBBLE AS A TEMPLATE AND ELECTRODE CURRENT COLLECTOR MANUFACTURED THEREBY),"['H01M 4/80 H01M 4/66  .... ', 'H01M 4/80|H01M 4/66|C25D 3/38|C25D 5/48|C25D 5/00|H01M 10/052|C25D 21/12']",인천대학교 산학협력단,1020200003996, 2020.01.13,1020854990000, 2020.02.28,1020200006612, 2020.01.20,차준용,권오중 김영광 문준영,"본 발명은 수소 거품 형판을 이용한 다공성 전극 집전체의 제조방법 및 상기 방법에 의해 제조된 전극 집전체에 관한 것으로, 구체적으로 구리도금 용액에서 전해도금시 과전압을 인가하여 다공성 구리 박막을 형성하는 단계 및 상기 다공성 구리 박막을 휘발성 유기용매 및 증류수를 이용하여 세척하는 단계를 포함하는 다공성 전극 집전체의 제조방법과 상기 방법에 의해 제조된 전극 집전체를 개시하며, 본 발명에 따른 집전체는 리튬이 표면적이 증대된 구리박막 위에 균일하게 증착되어 수상돌기 형태 성장을 억제하거나 구리로 형성된 구멍 안에서 리튬이 성장하는 것을 기대할 수 있다. 또한 다공성 구리박막 중 생기는 세척 문제를 휘발성 유기용매와 물을 사용하여 해결하였고 그로 인해 발생했던 첫 번째 충방전시의 낮은 효율을 개선하였다.",,,,,
질소와 불소가 복합 도핑된 중공 탄소구체의 제조방법 및 슈퍼 커패시터에의 적용(MANUFACTURING METHOD OF NITROGEN/FLUORINE CO-DOPED HOLLOW CARBON SPHERE AND ITS APPLICATION TO SUPERCAPACITOR),"['C01B 32/05 H01G 11/34  .... ', 'C01B 32/05|H01G 11/34|H01G 11/26']",인천대학교 산학협력단,1020180105920, 2018.09.05,1020854430000, 2020.02.28, , ,차준용,권오중 카루파난 모한라쥬 김영광,"본 발명은 슈퍼 커패시터 전극물질 합성에 있어서 그 합성방법과 전극물질 성질의 제어에 관한 특허로, 실리카 위 질소와 불소가 복합 도핑된 아닐린 막 형성, 열처리 후 불산 용액을 이용한 실리카의 제거로 표면적이 넓고 활성이 높은 슈퍼 커패시터 전극물질 합성법을 제시한다. 또한 아닐린 단량체와 플로오루 아닐린 단량체의 비율에 따라 불소함량이 제어되는 것을 특징을 보이고 철과 코발트의 존재 유무에 따라 불소함량 및 그에 따른 성능의 차이를 보여주고 슈퍼 커패시터에 적용하여 향상된 성능과 안정성을 제시하고자 한다.",,,,,
할로겐 히터를 이용한 3차원 그래핀 구조체 형성장치(APPARATUS FOR FORMING OF 3D GRAPHENE STRUCTURE USING HALOGEN HEATER),['C01B 32/184 B01J 2/02 '],인천대학교 산학협력단,1020180067798, 2018.06.13,1020658440000, 2020.01.07,1020190141060, 2019.12.23,차준용,안호선 임선택 김지훈 심규현,"본 발명은 3차원 그래핀 구조체 형성장치에 관한 것으로, 본 발명의 실시예에 따른 3차원 그래핀 구조체 형성장치는, 방열유리 위에 금속박막이 위치하는 기판부와, 상기 기판부의 상부에 위치하여 상기 기판부로 그래핀 용액을 분사하는 분사부와, 상기 기판부의 하부에 위치하여 할로겐 히터를 이용하여 상기 기판부를 기 설정된 범위의 온도로 가열하는 가열부와, 상기 기판부를 상기 분사부와 상기 가열부 사이에서 이송하는 이동부와, 상기 가열부를 이용하여 상기 금속박막을 기 설정된 범위의 온도로 가열한 상태에서, 상기 금속박막의 상부로 상기 그래핀 용액을 분사시켜 3차원 그래핀 구조체를 형성하도록 하는 제어부를 포함한다. 이에 따라, 할로겐 히터를 이용하여 가열된 기판부에 그래핀 용액을 분사시킴으로써 과열증발에 따른 자가조립 폼 형성하여 3차원 그래핀 구조체를 형성할 수 있다.",,,,,
영구자석형 전동기의 코깅토크 슬롯고조파 성분 저감을 위한 회전자 내 영구자석 조립 방법(PERMANENT MAGNET ASSEMBLY METHOD IN ROTOR FOR REDUCING SLOT HARMONIC COMPONENTS OF COGGING TORQUE IN PERMANENT MAGNET TYPE MOTORS),['H02K 15/03'],인천대학교 산학협력단,1020180060898, 2018.05.29,1020846200000, 2020.02.27,1020190135643, 2019.12.09,특허법인충정,허진 이동호 정채림 이승태 임준혁,"본 발명의 일 실시예에 의한 영구자석형 전동기의 코깅토크 슬롯고조파 성분 저감을 위한 회전자 내 영구자석 조립 방법은, (a) 각 자석의 세기를 측정하는 단계; (b) 상기 각 자석의 회전자 내의 초기 위치를 임의로 선정하는 단계; (c) 상기 자석들의 세기의 편차가 서로 상쇄될 때까지 상기 자석들의 위치를 재선정하는 단계; 및 (d) 최종 선정된 위치로 상기 자석들을 회전자에 조립하는 단계를 포함하여, 각 영구자석들의 편차를 서로 상쇄할 수 있는 배치 조건을 적용하여 영구자석들을 회전자에 조립함으로써 회전자에 조립되는 영구자석들의 세기의 편차에 의해 발생하는 코깅토크 슬롯고조파 성분을 저감하여 토크리플 특성을 개선할 수 있다.",,,,,
화재진압용 블라인드(BLIND FOR FIRE SUPPRESSION),"['E06B 9/17 E06B 5/16  .... ', 'E06B 9/17|E06B 5/16|A62C 2/06|A62C 31/00|A47G 5/02|A47G 5/04']",인천대학교 산학협력단,1020190006831, 2019.01.18,1020845270000, 2020.02.27, , ,특허법인 남앤남,황명환 배요섭 김태완,"화재진압용 블라인드가 개시된다. 본 발명의 화재진압용 블라인드는, 구조물에 결합된 프레임; 프레임에 회전 가능하게 결합되고, 내부에 소화용 액체를 저장한 롤러; 프레임에 장착되고, 롤러에 회전력을 전달하는 모터; 및 롤러에 감기고, 내부가 롤러의 내부와 연결된 봉지 형태의 방염부재를 포함하고, 방염부재가 롤러에서 풀리면, 소화용 액체가 방염부재의 내부에서 낙하하여 외부로 배출되는 것을 특징으로 한다. 본 발명에 의하면, 화재시 소화용 액체를 배출하여 불길 및 연기의 확산을 방지 또는 지연시키고, 열에 반응하여 화재를 효과적으로 진압하도록 이루어지는 화재진압용 블라인드를 제공할 수 있게 된다.",,,,,
레이더 검출 데이터를 이용한 도로 상태 식별 장치 및 이의 동작 방법(APPARATUS FOR IDENTIFYING ROAD STATE USING RADAR DETECTION DATA AND OPERATING METHOD THEREOF),['B60W 40/06'],인천대학교 산학협력단,1020170138160, 2017.10.24,1019589310000, 2019.03.11, , ,김효성,김관호,"본 발명에 따른 레이더 검출 데이터를 이용한 도로 상태 식별 장치 및 이의 동작 방법은 다수의 도로 상태 값들과 측정 데이터 세트 수신 시점마다의 측정 데이터 세트를 이용하여 다수의 도로 상태들 각각에 대한 도로 상태 유사도를 산출하고, 현재 수신 시점 및 상기 현재 수신 시점으로부터 t번 전의 수신 시점들 각각마다 산출된 다수의 도로 상태들 각각에 대한 도로 상태 유사도들을 이용하여 현재 수신 시점의 다수의 도로 상태들 각각에 대한 도로 상태 식별 값을 연산하고, 현재 수신 시점의 다수의 도로 상태들 각각에 대한 도로 상태 식별 값을 이용하여 다수의 도로 상태들 중 하나를 현재 수신 시점의 도로 상태로 식별함으로써, 어느 상황에서도 도로 상태를 올바르게 식별할 수 있다.",,,,,
충전형 링 앵커 소켓을 이용한 기둥 단면증설 방법(Column section enlargement method using socket shaped anchor),"['E04G 23/02 E04C 5/00  .... ', 'E04G 23/02|E04C 5/00|E04C 3/30']",인천대학교 산학협력단 (주)삼우아이티 청원화학 주식회사 대우조선해양건설 주식회사 주식회사 동양구조이앤알 (주)한국리페어엔지니어링 (주)엔테이지,1020150118182, 2015.08.21,1016778580000, 2016.11.14, , ,정남진,천성철 박용성 조용기 김재열 전상현 현창국 장동운 김영호,"본 발명은 기존 철근콘크리트 건축물의 기둥 단면을 증설하여 내력을 보강하는 방법에 관한 것으로, 더욱 상세하게는 구 콘크리트에 앵커볼트 시공시 앵커볼트와 결합되어 전단 저항을 발휘할 수 있도록 설치되는 충전형 링 앵커 소켓을 이용하여 기존 건축물의 기둥의 단면을 증설함으로써 건축물의 내력을 보강하는 방법에 관한 것이다. 본 발명의 적절한 실시형태에 따른 충전형 링 앵커 소켓을 이용한 기둥 단면증설 방법은 (a) 상하부가 개구되고 내부가 비어있는 원통 형상의 본체와, 중앙부에 결합공이 통공되고 본체의 내경과 같은 직경을 갖는 원판형상으로 형성되며 본체의 상단부에서 일정거리 하부로 이격되어 본체의 내부에 결합되는 디스크 플레이트로 형성되는 소켓부와; 중공이 형성된 원통형의 형상으로 디스크 플레이트의 결합공과 중공이 연통되도록 하단부가 디스크 플레이트에 수직으로 결합되어 디스크 플레이트의 상부로 돌출되는 슬리브와; 본체의 내주면과 디스크 플레이트 상부면 및 슬리브의 외주면으로 이루어지는 공간에 채워지며, 콘크리트, 고강도 모르타르, 에폭시, 섬유보강 콘크리트 중 어느 하나로 이루어지는 채움재;로 구성되는 충전형 링 앵커 소켓을 제작하는 단계; (b) 기존 철근콘크리트 기둥의 노출면의 노화된 콘크리트를 제거하는 단계; (c) 기존 기둥 구 콘크리트에 기둥 길이방향으로 일정 간격을 두고 앵커볼트 삽입공과 소켓부 하단부 삽입홈을 포함하는 충전형 링 앵커 소켓용 앵커홀을 천공하는 단계; (d) 충전형 링 앵커 소켓용 앵커홀에 충전형 링 앵커 소켓과 앵커볼트를 설치하는 단계; (e) 증설되는 기둥부분에 수직철근과 띠철근을 포함하는 보강철근을 조립하는 단계; (f) 증설되는 기둥의 단면 외곽에 거푸집을 설치하는 단계; (g) 거푸집 내부에 증설 기둥 신 콘크리트를 타설하는 단계; 및 (h) 증설 기둥 신 콘크리트 양생 후 거푸집을 제거하여 마무리하는 단계;를 포함하는 것을 특징으로 한다.",,,,,
충전형 앵커 소켓을 이용한 보 단면증설 방법(Beam section enlargement method using socket shaped anchor),"['E04G 23/02 E04C 3/02  .... ', 'E04G 23/02|E04C 3/02|E04C 5/06']",인천대학교 산학협력단 (주)삼우아이티 청원화학 주식회사 대우조선해양건설 주식회사 주식회사 동양구조이앤알 (주)한국리페어엔지니어링 (주)엔테이지,1020150118180, 2015.08.21,1016748230000, 2016.11.03, , ,정남진,천성철 박용성 조용기 김재열 전상현 현창국 장동운 김영호,"본 발명은 기존 철근콘크리트 건축물의 보 단면을 증설하여 내력을 보강하는 방법에 관한 것으로, 더욱 상세하게는 구 콘크리트와 신 콘크리트 사이에 앵커볼트 시공시에 앵커볼트와 결합되어 전단 저항을 발휘할 수 있도록 형성되는 충전형 앵커 소켓을 이용하여 기존 건축물의 보의 단면을 증설하여 건축물의 내력을 보강하는 방법에 관한 것이다. 본 발명의 적절한 실시형태에 따른 충전형 앵커 소켓을 이용한 보 단면증설 방법은 (a) 상하부가 개구되고 내부가 비어있는 원통 형상의 본체와, 중앙부에 결합공이 통공되고 본체의 내경과 같은 직경을 갖는 원판형상으로 형성되며 본체의 상단부에서 일정거리 하부로 이격되어 본체의 내부에 결합되는 디스크 플레이트로 형성되는 소켓부와; 중공이 형성된 원통형의 형상으로 디스크 플레이트의 결합공과 중공이 연통되도록 하단부가 디스크 플레이트에 수직으로 결합되어 디스크 플레이트의 상부로 돌출되는 슬리브와; 본체의 내주면과 디스크 플레이트 상부면 및 슬리브의 외주면으로 이루어지는 공간에 채워지며, 콘크리트, 고강도 모르타르, 에폭시, 섬유보강 콘크리트 중 어느 하나로 이루어지는 채움재;로 구성되는 충전형 앵커 소켓을 제작하는 단계; (b) 기존 철근콘크리트 보의 증설면의 노화된 콘크리트를 제거하는 단계; (c) 기존 보 구 콘크리트에 보 길이방향으로 일정 간격을 두고 앵커볼트 삽입공과 소켓부 하단부 삽입홈을 포함하는 충전형 앵커 소켓용 앵커홀을 천공하는 단계; (d) 충전형 앵커 소켓용 앵커홀에 충전형 앵커 소켓과 앵커볼트를 설치하는 단계; (e) 증설되는 보의 단면에 상응하는 보 단면증설 거푸집을 설치하는 단계; 및 (f) 거푸집 내부에 증설 기둥 신 콘크리트를 타설하는 단계;를 포함하는 것을 특징으로 한다.",,,,,
3차원 공간에서 이동 중인 협력 노드를 선택하여 수신 노드로의 협력 전송을 수행하는 시스템 및 이의 동작 방법(SYSTEM FOR PERFORMING COOPERATIVE TRANSMISSION SELECTING COOPERATIVE NODE MOVING IN 3-DIMENSIONAL SPACE AND OPERATING METHOD THEREOF),['H04K 3/00'],인천대학교 산학협력단,1020180098666, 2018.08.23,1020648250000, 2020.01.06, , ,김효성,정해준,"본 발명에 따른 3차원 공간에서 이동 중인 협력 노드를 선택하여 수신 노드로의 협력 전송을 수행하는 시스템 및 이의 동작 방법은 제1 협력 노드들 중 상기 협력 전송에 이용할 노드로 선택된 제2 협력 노드들과 상기 협력 전송 시스템 간의 최대 협력 거리와 상기 제2 협력 노드들의 개수에 따른 암호화율들을 연산하고, 상기 연산된 암호화율들 중 최대 값을 가지는 암호화율을 송신 암호화율로 결정한 후 송신 암호화율을 연산하는데 이용된 제2 협력 노드들 각각이 상기 결정된 송신 암호화율에 따라 상기 데이터를 상기 수신 노드에 전송하도록 상기 제2 협력 노드들에 상기 데이터 및 상기 결정된 송신 암호화율 전송하도록 함으로써, 네트워크에서 중계기가 의도적인 재밍 신호를 전송하지 않으면서도, 도청 장치의 도청 가능성을 낮출 수 있다.",,,,,
